SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SGBJUN28,GB,15700,15750,15690,15695.19,15700,15675.3,222,3484837.52,27-Feb-2026,25,IN0020200104
SGBN28VIII,GB,15749,15749,15700,15740.33,15748,15658.16,45,707268.70,27-Feb-2026,27,IN0020200286
SGBMAY29I,GB,15705,15866,15670.01,15753.61,15750,15703.85,522,8221814.41,27-Feb-2026,127,IN0020210053
SGBJUN29II,GB,15849,15849,15712.01,15740,15740,15682.9,464,7308400.83,27-Feb-2026,56,IN0020210061
SGBJU29III,GB,15800,15800,15660.01,15720.96,15710,15666.92,201,3162496.01,27-Feb-2026,43,IN0020210087
SGBSEP29VI,GB,15688,15867,15688,15778.33,15779,15866.09,478,7522234.42,27-Feb-2026,81,IN0020210145
SGBNV29VII,GB,15716,15799,15716,15770.42,15730,15709.39,145,2281131.95,27-Feb-2026,48,IN0020210178
SGBMAY26,GB,15750,15750,15683.04,15689.37,15689,15721,36,565388.20,27-Feb-2026,11,IN0020180033
SGBDEC26,GB,16429,16699,15889,15997,15997,16429,19,310750.00,27-Feb-2026,8,IN0020180389
SGBJUN27,GB,15683.62,15754.99,15651,15651.75,15651,15683.62,11,172661.85,27-Feb-2026,6,IN0020190073
SGBJUL27,GB,15660,15729.98,15660,15687,15687,15651,15,235137.96,27-Feb-2026,6,IN0020190081
SGBAUG27,GB,15659.9,15735,15610,15667.55,15699.99,15654.85,445,6971296.35,27-Feb-2026,49,IN0020190107
SGBSEP27,GB,15723.5,15779,15700,15700,15700,15723.5,38,597323.50,27-Feb-2026,8,IN0020190115
SGBOCT27,GB,15790,15790,15650,15687,15687,15753.79,33,517734.10,27-Feb-2026,9,IN0020190370
SGBFEB27,GB,15849,15849,15849,15849,15849,15700,3,47547.00,27-Feb-2026,2,IN0020180561
SGBOCT27VI,GB,15650.1,15721,15640,15719.92,15720,15688.35,146,2289791.71,27-Feb-2026,15,IN0020190388
SGBDC27VII,GB,15700,15705,15700,15705,15705,15683.08,7,109930.00,27-Feb-2026,2,IN0020190461
SGBAPR28I,GB,15749,15797,15715.01,15737.3,15737.3,15702.4,191,3007679.25,27-Feb-2026,44,IN0020200062
SGBMAY28,GB,15760,15760,15687.44,15708.64,15711,15658.44,135,2121343.18,27-Feb-2026,34,IN0020200088
SGBJUL28IV,GB,15651.1,15799.99,15651.1,15709.64,15697,15692.14,96,1507877.06,27-Feb-2026,45,IN0020200146
SGBFEB28IX,GB,15696.99,15812.83,15670.6,15770.94,15812.83,15696.99,18,283707.97,27-Feb-2026,8,IN0020190545
SGBAUG28V,GB,15705.71,15740,15676,15713.99,15733.8,15705.71,2311,36298722.60,27-Feb-2026,244,IN0020200161
SGBSEP28VI,GB,15655,15774,15655,15741.5,15740,15720.11,200,3142924.76,27-Feb-2026,47,IN0020200195
SGBOC28VII,GB,15656,15742.5,15650,15695.01,15695.01,15634.06,88,1379462.02,27-Feb-2026,15,IN0020200203
SGBJ28VIII,GB,15504,15800,15504,15799,15799,15701.51,24,376173.00,27-Feb-2026,7,IN0020190537
SGBMAR28X,GB,15602.01,15879,15600,15622.01,15622.01,15697,35,546408.33,27-Feb-2026,8,IN0020190552
SGBJUL29IV,GB,15750,15755.01,15680.01,15707.7,15700,15653.15,260,4087723.42,27-Feb-2026,39,IN0020210111
SGBJAN29IX,GB,15699.5,15755.01,15660.01,15718.17,15718.17,15652.9,210,3302036.65,27-Feb-2026,63,IN0020200377
SGBAUG29V,GB,15826,15849,15702,15840,15840,15689.3,93,1466757.34,27-Feb-2026,41,IN0020210129
SGBD29VIII,GB,15760.89,15894.99,15750,15804.78,15885,15719.42,190,3005673.20,27-Feb-2026,47,IN0020210228
SGBJAN29X,GB,15704,15725,15680,15720.1,15720.1,15680,88,1381853.90,27-Feb-2026,21,IN0020200385
SGBFEB29XI,GB,15799,15799,15702,15751.05,15720,15634.7,90,1418602.97,27-Feb-2026,24,IN0020200393
SGBMR29XII,GB,15720,15799,15655,15783.68,15790,15701.29,243,3822356.98,27-Feb-2026,70,IN0020200427
SGBJUN30,GB,15800,15979.99,15761,15797.75,15826.84,15804.87,80,1265449.04,27-Feb-2026,22,IN0020220045
SGBAUG30,GB,15895,16000,15880,15896.04,15898,15900,321,5105813.05,27-Feb-2026,59,IN0020220078
SGBDE30III,GB,15920.82,15974.98,15900,15924.5,15948,15909,186,2965738.74,27-Feb-2026,52,IN0020220110
SGBJAN30IX,GB,15998.94,15998.94,15800,15840.09,15879,15774.99,28,443602.82,27-Feb-2026,14,IN0020210236
SGBMAR30X,GB,15770,15893.98,15761,15830.01,15820.02,15752.72,20,316466.90,27-Feb-2026,17,IN0020210319
SGBJUN31I,GB,15925,16100,15860,15940.27,15957.99,15911.73,927,14836277.47,27-Feb-2026,183,IN0020230069
