SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SGBJUN28,GB,15150,15200,15125,15155.28,15165,15143.33,35,530766.24,10-Sep-2026,11,IN0020200104
SGBN28VIII,GB,15200,15200.01,15180,15180,15180,15200,3,45580.01,10-Sep-2026,3,IN0020200286
SGBMAY29I,GB,15275.98,15345,15105.01,15215.21,15200,15199.98,334,5090457.18,10-Sep-2026,62,IN0020210053
SGBJUN29II,GB,15148.01,15279.99,15148.01,15210,15210,15179.5,97,1475169.53,10-Sep-2026,15,IN0020210061
SGBJU29III,GB,15200,15217,15200,15217,15217,15168.97,2,30417.00,10-Sep-2026,2,IN0020210087
SGBSEP29VI,GB,15175.65,15249.98,15132.03,15165.03,15165.03,15100.15,91,1380049.35,10-Sep-2026,33,IN0020210145
SGBNV29VII,GB,15200,15290,15200,15201,15200,15200,82,1248447.03,10-Sep-2026,18,IN0020210178
SGBOCT26,GB,15200,15200,15200,15200,15200,15150,2,30400.00,10-Sep-2026,1,IN0020180249
SGBNOV26,GB,15190,15190,15190,15190,15190,15190,11,167090.00,10-Sep-2026,3,IN0020180314
SGBJUN27,GB,15070.01,15219.99,15070.01,15219.99,15219.99,15153.84,59,893472.14,10-Sep-2026,5,IN0020190073
SGBAUG27,GB,15146.85,15279.99,15110,15110,15110,15146.85,28,423512.84,10-Sep-2026,10,IN0020190107
SGBSEP27,GB,15101.01,15174,15101,15174,15174,15099,93,1407751.46,10-Sep-2026,12,IN0020190115
SGBJAN27,GB,15160.04,15160.04,15160.04,15160.04,15160.04,15160.04,11,166760.44,10-Sep-2026,1,IN0020180462
SGBOCT27,GB,15200.01,15200.01,15150,15155,15155,15100.01,41,621590.05,10-Sep-2026,4,IN0020190370
SGBFEB27,GB,15149,15149,15149,15149,15149,15149,21,318129.00,10-Sep-2026,2,IN0020180561
SGBOCT27VI,GB,15175.01,15175.01,15175.01,15175.01,15175.01,15150,3,45525.03,10-Sep-2026,1,IN0020190388
SGBDC27VII,GB,15200.1,15276.1,15125,15149,15149,15140,41,621893.33,10-Sep-2026,21,IN0020190461
SGBAPR28I,GB,15250,15265,15210,15265,15265,15244.09,234,3565867.27,10-Sep-2026,31,IN0020200062
SGBMAY28,GB,15299,15299,15161,15232.27,15171.01,15230.44,372,5675847.77,10-Sep-2026,34,IN0020200088
SGBJUL28IV,GB,15198,15200,15120.01,15120.01,15120.01,15121.75,449,6806558.08,10-Sep-2026,34,IN0020200146
SGBFEB28IX,GB,15101,15250,15101,15246,15250,15164.99,25,378872.00,10-Sep-2026,9,IN0020190545
SGBAUG28V,GB,15150.01,15239,15150.01,15161.99,15170,15147.43,403,6121572.81,10-Sep-2026,67,IN0020200161
SGBSEP28VI,GB,15200,15200,15102,15160,15160,15136.91,265,4015962.14,10-Sep-2026,80,IN0020200195
SGBOC28VII,GB,15300,15300,15210,15230,15230,15242.61,8,121835.00,10-Sep-2026,5,IN0020200203
SGBJ28VIII,GB,15298.99,15298.99,15052.01,15149,15149,15030,5,75701.01,10-Sep-2026,3,IN0020190537
SGBMAR28X,GB,15200,15385,15035.01,15385,15385,15200,21,318953.02,10-Sep-2026,5,IN0020190552
SGBJUL29IV,GB,15126.12,15219.99,15126.01,15152.36,15151.01,15153.32,205,3113486.72,10-Sep-2026,25,IN0020210111
SGBJAN29IX,GB,15127.01,15240,15121.01,15212.63,15219.99,15110,150,2281054.00,10-Sep-2026,41,IN0020200377
SGBAUG29V,GB,15162,15304,15162,15200.01,15200.01,15156.83,18,273764.06,10-Sep-2026,11,IN0020210129
SGBD29VIII,GB,15176,15389,15176,15200,15200,15211.11,38,578531.30,10-Sep-2026,24,IN0020210228
SGBJAN29X,GB,15200,15200,15140,15141.01,15141.01,15200,84,1274653.42,10-Sep-2026,21,IN0020200385
SGBFEB29XI,GB,15155.01,15199.9,15135,15170,15170,15293.26,203,3077597.36,10-Sep-2026,50,IN0020200393
SGBMR29XII,GB,15297.99,15298,15125.01,15150,15150,15158.33,153,2319232.23,10-Sep-2026,31,IN0020200427
SGBJUN30,GB,15288,15300,15208.19,15238.84,15208.19,15288,135,2060347.65,10-Sep-2026,40,IN0020220045
SGBAUG30,GB,15236.01,15400.01,15236.01,15348.49,15310,15235.78,130,1993346.55,10-Sep-2026,47,IN0020220078
SGBDE30III,GB,15312.2,15357.42,15257.22,15283.76,15284.01,15349.99,94,1437639.09,10-Sep-2026,29,IN0020220110
SGBJAN30IX,GB,15203.62,15398.56,15170,15178.72,15199.98,15203.62,347,5292618.41,10-Sep-2026,112,IN0020210236
