SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SGBJUN28,GB,14807.01,15197.99,14807.01,15100,15100,14806.56,223,3364720.98,19-Feb-2026,63,IN0020200104
SGBN28VIII,GB,14751,15155,14751,15127.17,15134,14794.07,250,3767952.73,19-Feb-2026,80,IN0020200286
SGBMAY29I,GB,14806.01,15235.04,14806.01,15203.76,15190,14805.53,1650,24866697.71,19-Feb-2026,269,IN0020210053
SGBJUN29II,GB,15497,15497,14952.01,15125,15125,14802.35,554,8358204.38,19-Feb-2026,99,IN0020210061
SGBJU29III,GB,15839,15839,15099.99,15123.63,15110,14815.64,242,3669306.50,19-Feb-2026,53,IN0020210087
SGBSEP29VI,GB,15115.74,15500,14871,15142.84,15120,14819.35,570,8618449.25,19-Feb-2026,96,IN0020210145
SGBNV29VII,GB,14996,15241,14875,15190.28,15241,14770.19,912,13783123.45,19-Feb-2026,161,IN0020210178
SGBMAY26,GB,14999,15101,14952.01,15101,15101,14819,47,705636.01,19-Feb-2026,7,IN0020180033
SGBOCT26,GB,15000,15008.01,15000,15008.01,15008.01,14852,12,180008.01,19-Feb-2026,4,IN0020180249
SGBNOV26,GB,14702,15299,14702,15299,15299,14850,7,105133.00,19-Feb-2026,6,IN0020180314
SGBJUN27,GB,15199.99,15199.99,15040,15075.4,15040,14799.99,90,1359824.01,19-Feb-2026,15,IN0020190073
SGBJUL27,GB,14998,15000,14998,15000,15000,14870,15,224993.00,19-Feb-2026,3,IN0020190081
SGBAUG27,GB,15050.01,15247.98,15050,15116.32,15100,15009.72,171,2580583.88,19-Feb-2026,46,IN0020190107
SGBSEP27,GB,14891,15499,14891,15499,15499,14889.98,22,329855.00,19-Feb-2026,6,IN0020190115
SGBJAN27,GB,15099,15100,15099,15100,15100,14749.6,14,211399.00,19-Feb-2026,4,IN0020180462
SGBOCT27,GB,14800,15198.99,14800,15198.99,15198.99,14800,37,552379.88,19-Feb-2026,8,IN0020190370
SGBOCT27VI,GB,14990,15130,14990,15124.16,15100,14875,118,1775049.73,19-Feb-2026,15,IN0020190388
SGBDC27VII,GB,15031,15100.01,15001,15029.43,15001.21,14800.5,65,978152.34,19-Feb-2026,21,IN0020190461
SGBAPR28I,GB,14943,15257.55,14943,15102.9,15065,14819.47,259,3908655.01,19-Feb-2026,82,IN0020200062
SGBMAY28,GB,14999,15300,14979.99,15117.49,15100,14751.31,563,8470648.19,19-Feb-2026,94,IN0020200088
SGBJUL28IV,GB,14999,15200,14901,15078.72,15111,14786.84,401,6035203.09,19-Feb-2026,106,IN0020200146
SGBFEB28IX,GB,15001,15100,14946,15100,15100,14730.01,219,3294566.03,19-Feb-2026,48,IN0020190545
SGBAUG28V,GB,15001,15170,14901.01,15127.5,15170,14798.98,1318,19860793.52,19-Feb-2026,275,IN0020200161
SGBSEP28VI,GB,14999,15159,14999,15124.39,15105,14815.71,240,3615253.32,19-Feb-2026,67,IN0020200195
SGBOC28VII,GB,14950,15199,14950,15113.8,15030,14803.18,332,5011286.18,19-Feb-2026,60,IN0020200203
SGBJ28VIII,GB,15000,15003,14990,15003,15003,14808.36,46,689626.00,19-Feb-2026,7,IN0020190537
