SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SGBJUN28,GB,13681.01,13750,13602,13617.6,13610,13679.58,537,7328807.71,30-Mar-2026,109,IN0020200104
SGBN28VIII,GB,13681,13800,13606.93,13633.39,13640,13673.52,2230,30425728.41,30-Mar-2026,217,IN0020200286
SGBMAY29I,GB,13995,13995,13511.02,13640.11,13675,13750.24,2359,32248148.22,30-Mar-2026,343,IN0020210053
SGBJUN29II,GB,13724.33,13949,13602,13655.35,13698,13719.33,340,4647285.76,30-Mar-2026,109,IN0020210061
SGBJU29III,GB,13901,13901,13617,13677.37,13687.99,13635.38,410,5606622.83,30-Mar-2026,95,IN0020210087
SGBSEP29VI,GB,13762,13800,13306.56,13675.16,13660,13757.67,1686,22985464.57,30-Mar-2026,300,IN0020210145
SGBNV29VII,GB,13990,13990,13625.01,13714.67,13699,13807.27,372,5113898.12,30-Mar-2026,90,IN0020210178
SGBMAY26,GB,13667.11,13798.99,13656.02,13743.89,13719.81,13663.21,899,12316822.23,30-Mar-2026,107,IN0020180033
SGBOCT26,GB,13715,13799,13631.61,13650,13650,13711.31,74,1012549.05,30-Mar-2026,18,IN0020180249
SGBNOV26,GB,13799,13899,13620,13626.99,13630,13698.99,244,3341103.01,30-Mar-2026,58,IN0020180314
SGBDEC26,GB,13899,13900,13899,13899.86,13900,13981.76,30,416996.00,30-Mar-2026,2,IN0020180389
SGBJUN27,GB,13555.01,13700,13555.01,13620.3,13620,13650.37,37,504646.81,30-Mar-2026,12,IN0020190073
SGBJUL27,GB,13936.8,13936.8,13563,13596.17,13600,13950,183,2494585.50,30-Mar-2026,31,IN0020190081
SGBAUG27,GB,13634,13905,13566,13666.25,13671,13603.88,648,8850741.17,30-Mar-2026,88,IN0020190107
SGBSEP27,GB,13611.01,13648,13591.89,13596.48,13600,13607,301,4100508.35,30-Mar-2026,43,IN0020190115
SGBJAN27,GB,13700,13700,13565,13570.42,13566,13636.33,162,2202621.57,30-Mar-2026,23,IN0020180462
SGBOCT27,GB,13800,13879.1,13610,13668.59,13650,13749.26,488,6736581.43,30-Mar-2026,63,IN0020190370
SGBFEB27,GB,13749,13758,13615,13646.45,13758,13650.66,60,819135.63,30-Mar-2026,31,IN0020180561
SGBOCT27VI,GB,13711,13730,13551,13552.5,13551,13627.75,80,1091170.79,30-Mar-2026,27,IN0020190388
SGBDC27VII,GB,13624,13774,13560,13560.3,13560,13663.66,371,5058963.21,30-Mar-2026,64,IN0020190461
SGBAPR28I,GB,14048.52,14048.52,13660.01,13764.15,13800,13705.88,226,3102393.27,30-Mar-2026,87,IN0020200062
SGBMAY28,GB,13801,13899,13305.01,13583.54,13647,13682.43,762,10383884.80,30-Mar-2026,154,IN0020200088
SGBJUL28IV,GB,13627.66,13750.01,13555.01,13602.74,13609,13621.46,579,7899230.14,30-Mar-2026,144,IN0020200146
SGBFEB28IX,GB,13504,13750,13504,13589.2,13589.2,13750,109,1485161.58,30-Mar-2026,31,IN0020190545
