SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SGBJUN28,GB,15100,15100,14402,14510.05,14580,15166.82,919,13671417.45,19-Mar-2026,150,IN0020200104
SGBN28VIII,GB,15283.5,15283.5,14501,14576.12,14503,15283.5,306,4546964.26,19-Mar-2026,109,IN0020200286
SGBMAY29I,GB,14941,15140,14571,14592.76,14599,15286.23,1521,22522928.92,19-Mar-2026,344,IN0020210053
SGBJUN29II,GB,15101,15101,14530,14573.68,14550,15284.67,660,9846572.84,19-Mar-2026,174,IN0020210061
SGBJU29III,GB,15095,15095,14551,14572.37,14598,15275,799,11867770.72,19-Mar-2026,199,IN0020210087
SGBSEP29VI,GB,15270,15270,14450,14490.51,14600,15281.02,756,11204746.40,19-Mar-2026,195,IN0020210145
SGBNV29VII,GB,15323.45,15449,14550,14568.14,14550,15324.45,607,9093784.01,19-Mar-2026,122,IN0020210178
SGBMAY26,GB,15089,15090,14560,14579.12,14580,15242.82,113,1679953.16,19-Mar-2026,33,IN0020180033
SGBOCT26,GB,15099,15099,14550.9,14553.25,14550.9,15200,48,709495.66,19-Mar-2026,20,IN0020180249
SGBNOV26,GB,15099.99,15099.99,14529.34,14557.5,14580,15167.01,90,1335927.36,19-Mar-2026,35,IN0020180314
SGBJUN27,GB,15079,15090,14570,14588.25,14570,15200.79,165,2447471.24,19-Mar-2026,30,IN0020190073
SGBJUL27,GB,14998.99,14999,14542.41,14543.73,14547.72,15221,53,781768.04,19-Mar-2026,23,IN0020190081
SGBAUG27,GB,15147.9,15147.9,14511,14654.71,14700,15272.66,456,6802393.06,19-Mar-2026,103,IN0020190107
SGBSEP27,GB,15111,15199,14502.05,14502.05,14502.05,15280,42,622235.59,19-Mar-2026,18,IN0020190115
SGBJAN27,GB,15119.43,15119.7,14750,14750,14750,15320.93,90,1343877.45,19-Mar-2026,16,IN0020180462
SGBOCT27,GB,15000,15050,14405.04,14563.02,14800,15220,29,431384.84,19-Mar-2026,11,IN0020190370
SGBFEB27,GB,14915,14915,14511,14547.17,14511,15340,18,266895.50,19-Mar-2026,9,IN0020180561
SGBOCT27VI,GB,15047,15047,14750,14750,14750,15213,24,354629.02,19-Mar-2026,4,IN0020190388
SGBDC27VII,GB,15151,15151,14695.25,14695.25,14695.25,15251,198,2930914.74,19-Mar-2026,45,IN0020190461
SGBAPR28I,GB,15231,15231,14550,14588.24,14551,15318.7,655,9691178.66,19-Mar-2026,167,IN0020200062
SGBMAY28,GB,15150,15282.9,14538.59,14546.03,14600,15285.03,1389,20530505.68,19-Mar-2026,405,IN0020200088
SGBJUL28IV,GB,15099,15099,14590,14610.7,14669,15289.41,944,14096726.21,19-Mar-2026,209,IN0020200146
SGBFEB28IX,GB,15199,15199,14700,14700,14700,15279.92,13,192893.03,19-Mar-2026,7,IN0020190545
SGBAUG28V,GB,15001,15095,14405.55,14526.57,14600,15256.18,5296,78099999.21,19-Mar-2026,660,IN0020200161
SGBSEP28VI,GB,15002,15052.5,14510,14510,14510,15260,620,9218777.80,19-Mar-2026,173,IN0020200195
SGBOC28VII,GB,15233,15233,14506.01,14539.84,14589.99,15274.56,757,11174169.07,19-Mar-2026,82,IN0020200203
SGBJ28VIII,GB,14902,14902,14598,14598,14598,15279,58,862647.75,19-Mar-2026,13,IN0020190537
SGBMAR28X,GB,15200,15200,14561.39,14591.19,14564.01,15250,110,1628244.51,19-Mar-2026,35,IN0020190552
SGBJUL29IV,GB,15195,15195,14600,14619.62,14649,15265,587,8716828.16,19-Mar-2026,153,IN0020210111
SGBJAN29IX,GB,15202,15399,14316,14596.41,14566.16,15271.33,943,14000985.11,19-Mar-2026,202,IN0020200377
