SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SGBJUN28,GB,17880,18362.6,17200,17315.3,17230.11,18662.6,528,9432088.00,30-Jan-2026,131,IN0020200104
SGBN28VIII,GB,18600,19000,17750,17897.25,18111,18600,475,8629910.25,30-Jan-2026,179,IN0020200286
SGBMAY29I,GB,17998,18199,17102,17399.68,17300,18511.17,2268,40420784.20,30-Jan-2026,376,IN0020210053
SGBJUN29II,GB,18298,18399,17000,17311.8,17385,18599.52,568,10192300.36,30-Jan-2026,160,IN0020210061
SGBJU29III,GB,18199,18200,17000,17335.5,17251,18524.71,707,12528966.34,30-Jan-2026,193,IN0020210087
SGBSEP29VI,GB,18529.95,18529.95,17200,17444.73,17300,18588.73,870,15565219.14,30-Jan-2026,219,IN0020210145
SGBNV29VII,GB,17600,18199.97,17200,17392.62,17200,18699,1004,17968588.10,30-Jan-2026,233,IN0020210178
SGBMAY26,GB,17051,17101,17051,17093.85,17101,18459.33,8,136708.00,30-Jan-2026,4,IN0020180033
SGBOCT26,GB,17751,17900,16425.9,17513,17513,18251,41,703183.00,30-Jan-2026,21,IN0020180249
SGBNOV26,GB,18075,18100,17200,17236.9,17200,18553.12,105,1845047.24,30-Jan-2026,31,IN0020180314
SGBDEC26,GB,17251,18649,17099.1,17600,17600,18999,119,2087820.84,30-Jan-2026,29,IN0020180389
SGBJUN27,GB,17999,18046.75,17800,17800,17800,18500,37,664131.77,30-Jan-2026,25,IN0020190073
SGBJUL27,GB,16400.01,18180.45,16353.14,17303.19,17281.01,18170.15,103,1772873.12,30-Jan-2026,34,IN0020190081
SGBAUG27,GB,18499,18499,17300,17768.92,18170,18756.48,403,7252721.93,30-Jan-2026,130,IN0020190107
SGBSEP27,GB,17555,18200,16657.5,17256.26,17450,18508.33,181,3130007.69,30-Jan-2026,67,IN0020190115
SGBJAN27,GB,18246.99,18246.99,17200,17249.8,17200,18770.43,96,1711055.00,30-Jan-2026,38,IN0020180462
SGBOCT27,GB,16651.01,18500,16650,17269.8,17269.8,18500,93,1624121.60,30-Jan-2026,27,IN0020190370
SGBFEB27,GB,18898.4,18898.4,18898.4,18898.4,18898.4,18898.4,1,18898.40,30-Jan-2026,1,IN0020180561
SGBOCT27VI,GB,18646.99,18646.99,17400,17517.71,17400,18604.69,34,610762.99,30-Jan-2026,19,IN0020190388
SGBDC27VII,GB,17001,18497.99,17001,17819,17819,18701.25,143,2553797.20,30-Jan-2026,53,IN0020190461
SGBAPR28I,GB,17706,18376.76,17036,17551.02,17509.11,18749.68,926,16557278.03,30-Jan-2026,294,IN0020200062
SGBMAY28,GB,18199,18199,17000,17459.36,17300,18529.58,3020,54013044.84,30-Jan-2026,322,IN0020200088
SGBJUL28IV,GB,18199,18200,17100,17342.28,17100,18533.61,3821,67572142.27,30-Jan-2026,575,IN0020200146
SGBFEB28IX,GB,18000,18399,16820.01,17414.39,17300,18684.64,207,3645016.90,30-Jan-2026,50,IN0020190545
SGBAUG28V,GB,18627.7,18627.7,17350,17568.11,17599,18675.66,4096,73660751.63,30-Jan-2026,781,IN0020200161
SGBSEP28VI,GB,17510,18179,17200,17348.51,17200,18539.52,1364,24183067.46,30-Jan-2026,309,IN0020200195
SGBOC28VII,GB,17800,18198.98,17100.05,17364.59,17544,18562.34,473,8419131.21,30-Jan-2026,123,IN0020200203
SGBJ28VIII,GB,16800,18897.99,16800,17452.77,17406,18312.5,185,3287986.10,30-Jan-2026,53,IN0020190537
SGBMAR28X,GB,17505,18257.34,16900,17301.42,17101.03,18416.02,319,5655812.05,30-Jan-2026,87,IN0020190552
SGBJUL29IV,GB,17697,18175,17005.01,17421.94,17201,18529.98,993,17648034.67,30-Jan-2026,219,IN0020210111
SGBJAN29IX,GB,16726,18099.98,16726,17250.86,17085,18583.66,940,16756333.50,30-Jan-2026,212,IN0020200377
SGBAUG29V,GB,18230,18449,17695,17790.47,17765,18738.99,227,4137343.27,30-Jan-2026,95,IN0020210129
SGBD29VIII,GB,18740,18740,17356.01,17658.36,17690.15,18729.16,446,8070342.96,30-Jan-2026,162,IN0020210228
SGBJAN29X,GB,17511,18299.98,17000,17370.88,17200,18557.57,670,11905200.61,30-Jan-2026,164,IN0020200385
SGBFEB29XI,GB,17900,18798.85,17236,17407.89,17300,18569.03,473,8456791.08,30-Jan-2026,103,IN0020200393
SGBMR29XII,GB,18577.92,18577.92,16848.97,17288.14,17290,18577.92,1635,28931822.20,30-Jan-2026,274,IN0020200427
